name,age,user_city,has_car,education_level,english,studies,job,company,job_city,salary_range,contract_type
Daniel Clark,18,Madrid,True,Master,True,Nursing,Receptionist,GlobalBiz,Barcelona,€1100-1300,Full-time
Michael Thomas,20,Valencia,False,Bachelor,True,Business Administration,Marketing Intern,GlobalBiz,Logroño,€1100-1300,Part-time
Beth Morrison,20,Barcelona,True,Bachelor,True,Marketing,Marketing Intern,GlobalBiz,Barcelona,€1300-1500,Internship
Leslie Estes,19,Madrid,True,Master,False,Graphic Design,Electrician Assistant,TravelX,Zaragoza,€1100-1300,Internship
Debbie Blake,23,Logroño,False,Vocational Training,True,Nursing,Nurse Assistant,GlobalBiz,Barcelona,€900-1100,Part-time
Karen Dougherty,22,Barcelona,True,Master,False,Tourism,Data Analyst,MediCare,Zaragoza,€1100-1300,Full-time
Jessica Patel,23,Zaragoza,False,High School,False,Computer Science,HR Assistant,TechSolutions,Madrid,€1300-1500,Internship
Shawna Murray,25,Logroño,False,High School,True,Nursing,Marketing Intern,DesignHub,Madrid,€1300-1500,Internship
Andre Burns DDS,25,Sevilla,False,High School,False,Education,Graphic Designer,DesignHub,Sevilla,€900-1100,Internship
Erica Merritt,21,Logroño,False,High School,False,Business Administration,Sales Assistant,DesignHub,Valencia,€1100-1300,Part-time
James Roberson,25,Logroño,True,Vocational Training,True,Nursing,Nurse Assistant,DesignHub,Zaragoza,€1300-1500,Full-time
Nancy Gray,25,Sevilla,True,Vocational Training,False,Law,Data Analyst,DesignHub,Sevilla,€1300-1500,Part-time
Randall Anderson,20,Logroño,False,Bachelor,True,Business Administration,Marketing Intern,TechSolutions,Valencia,€900-1100,Full-time
Adam Love,21,Logroño,True,Master,True,Business Administration,Data Analyst,TravelX,Sevilla,€1300-1500,Full-time
Jordan Wang,25,Valencia,True,Bachelor,True,Law,HR Assistant,GlobalBiz,Logroño,€1300-1500,Part-time
Phillip Hernandez,18,Barcelona,True,Bachelor,False,Law,Electrician Assistant,GlobalBiz,Sevilla,€1300-1500,Internship
Pamela Moon,24,Barcelona,True,Master,True,Graphic Design,HR Assistant,TechSolutions,Sevilla,€1300-1500,Internship
Jeffrey Barrett,19,Zaragoza,False,Bachelor,False,Computer Science,Sales Assistant,DesignHub,Sevilla,€1300-1500,Full-time
Jillian Luna,18,Zaragoza,True,High School,False,Education,Data Analyst,TechSolutions,Barcelona,€1300-1500,Internship
Michael Bryant,25,Barcelona,True,Bachelor,True,Education,Teacher Assistant,InnovaCorp,Madrid,€900-1100,Part-time
Steven White,24,Valencia,True,Master,False,Marketing,Marketing Intern,TravelX,Zaragoza,€1100-1300,Part-time
Charles Johnson,19,Logroño,True,Master,True,Electrical Engineering,HR Assistant,TechSolutions,Barcelona,€1100-1300,Internship
Warren Pittman,25,Barcelona,False,Master,True,Marketing,Graphic Designer,InnovaCorp,Logroño,€1100-1300,Part-time
Vanessa Rosario,20,Madrid,False,High School,False,Marketing,Sales Assistant,TechSolutions,Sevilla,€1300-1500,Internship
Denise Garcia,25,Logroño,False,Bachelor,True,Tourism,Data Analyst,TravelX,Logroño,€1300-1500,Part-time
Sara Taylor,20,Bilbao,True,Bachelor,True,Tourism,Nurse Assistant,InnovaCorp,Zaragoza,€1300-1500,Internship
Tara Hogan,23,Bilbao,True,Bachelor,False,Electrical Engineering,Receptionist,GlobalBiz,Logroño,€900-1100,Part-time
Michael Williams,21,Barcelona,True,Master,False,Electrical Engineering,Electrician Assistant,DesignHub,Logroño,€900-1100,Part-time
Billy Hill,19,Barcelona,False,Vocational Training,True,Business Administration,Sales Assistant,TechSolutions,Logroño,€1300-1500,Internship
Courtney Turner,21,Madrid,False,Vocational Training,True,Business Administration,Receptionist,InnovaCorp,Valencia,€1300-1500,Internship
Jose Perez,20,Valencia,False,Bachelor,False,Law,Data Analyst,InnovaCorp,Barcelona,€900-1100,Full-time
Andrea Cruz,20,Madrid,False,Vocational Training,True,Marketing,Sales Assistant,TravelX,Zaragoza,€1100-1300,Full-time
Kimberly Mann,25,Bilbao,True,High School,False,Mechanical Engineering,Marketing Intern,MediCare,Madrid,€1300-1500,Part-time
Ryan Ramos,25,Barcelona,True,Vocational Training,False,Law,Marketing Intern,TechSolutions,Sevilla,€1300-1500,Full-time
Jacqueline Gonzalez,20,Bilbao,True,Vocational Training,False,Computer Science,Teacher Assistant,TravelX,Barcelona,€1100-1300,Internship
Penny Cantu,23,Sevilla,False,High School,True,Business Administration,Receptionist,DesignHub,Bilbao,€1300-1500,Full-time
Brian Saunders,21,Logroño,False,High School,True,Electrical Engineering,Graphic Designer,DesignHub,Zaragoza,€900-1100,Full-time
Justin Torres,19,Sevilla,True,High School,True,Mechanical Engineering,HR Assistant,TravelX,Valencia,€1100-1300,Internship
Robin Ibarra,22,Madrid,False,Bachelor,False,Nursing,Nurse Assistant,TechSolutions,Madrid,€1100-1300,Internship
Andrea Clark,23,Valencia,True,Bachelor,True,Mechanical Engineering,Data Analyst,TravelX,Madrid,€1300-1500,Full-time
Mark Mills,20,Zaragoza,True,Vocational Training,False,Computer Science,Electrician Assistant,GlobalBiz,Sevilla,€1100-1300,Full-time
Melissa Burton,20,Barcelona,False,Bachelor,False,Tourism,Data Analyst,GlobalBiz,Sevilla,€1100-1300,Internship
Denise Gordon,23,Sevilla,True,Vocational Training,True,Computer Science,Junior Developer,MediCare,Sevilla,€1300-1500,Part-time
Tonya Romero,18,Madrid,True,Master,True,Mechanical Engineering,Teacher Assistant,TechSolutions,Logroño,€1100-1300,Full-time
Amanda Johnson,19,Logroño,True,High School,False,Tourism,Junior Developer,TravelX,Barcelona,€1100-1300,Internship
Eugene Hoover,19,Barcelona,False,Vocational Training,False,Computer Science,Graphic Designer,TravelX,Madrid,€1100-1300,Internship
Amy Peterson,21,Sevilla,True,Master,True,Computer Science,Data Analyst,TechSolutions,Madrid,€1100-1300,Part-time
Brian Rosales,20,Zaragoza,True,High School,False,Marketing,Sales Assistant,InnovaCorp,Zaragoza,€1100-1300,Part-time
Barbara Villegas,22,Bilbao,False,Vocational Training,False,Graphic Design,Graphic Designer,InnovaCorp,Barcelona,€1100-1300,Part-time
Joel Ibarra,18,Bilbao,True,Master,False,Marketing,Nurse Assistant,DesignHub,Barcelona,€1100-1300,Part-time
Malik Cole,19,Barcelona,True,Vocational Training,True,Electrical Engineering,Electrician Assistant,MediCare,Bilbao,€1300-1500,Full-time
Shane Clark,18,Madrid,True,Vocational Training,False,Tourism,Teacher Assistant,TravelX,Zaragoza,€1100-1300,Full-time
John Maldonado,22,Valencia,False,Bachelor,False,Graphic Design,Graphic Designer,DesignHub,Sevilla,€1100-1300,Part-time
Walter Richardson,20,Madrid,False,High School,False,Nursing,Data Analyst,GlobalBiz,Logroño,€1300-1500,Part-time
Melissa Mckee,24,Bilbao,True,Master,False,Computer Science,Junior Developer,TechSolutions,Logroño,€1100-1300,Full-time
David Todd,25,Madrid,True,Bachelor,True,Computer Science,Junior Developer,GlobalBiz,Zaragoza,€1300-1500,Internship
John Byrd,22,Madrid,False,High School,False,Education,Graphic Designer,TechSolutions,Bilbao,€900-1100,Part-time
Ashlee Jackson,22,Bilbao,False,Master,False,Nursing,Junior Developer,TechSolutions,Madrid,€900-1100,Part-time
Anthony Norris,18,Valencia,False,High School,False,Graphic Design,HR Assistant,TravelX,Sevilla,€1100-1300,Full-time
Sheila Gross,21,Barcelona,False,Bachelor,False,Tourism,Receptionist,TechSolutions,Valencia,€1300-1500,Full-time
Dylan Harris,20,Barcelona,False,Bachelor,False,Graphic Design,Graphic Designer,MediCare,Madrid,€900-1100,Internship
Philip Hurley,18,Madrid,True,Master,False,Business Administration,Sales Assistant,DesignHub,Madrid,€1100-1300,Part-time
Michael Zimmerman,20,Logroño,True,Bachelor,True,Education,Teacher Assistant,TravelX,Valencia,€1300-1500,Internship
Steven Johnson,22,Madrid,False,Vocational Training,True,Tourism,Receptionist,MediCare,Valencia,€900-1100,Full-time
James Torres,24,Zaragoza,False,Bachelor,False,Electrical Engineering,Marketing Intern,TechSolutions,Logroño,€900-1100,Full-time
Sara Smith,21,Bilbao,False,Vocational Training,True,Business Administration,Receptionist,MediCare,Madrid,€900-1100,Part-time
Troy Jackson,22,Bilbao,False,Master,True,Graphic Design,HR Assistant,GlobalBiz,Sevilla,€1300-1500,Part-time
Tammy Garcia MD,22,Logroño,False,Bachelor,True,Nursing,Nurse Assistant,DesignHub,Bilbao,€900-1100,Internship
Evelyn Clements,19,Logroño,True,High School,True,Electrical Engineering,HR Assistant,DesignHub,Logroño,€1300-1500,Part-time
Kristin Pearson,25,Bilbao,True,Vocational Training,False,Tourism,HR Assistant,GlobalBiz,Bilbao,€1300-1500,Part-time
Kyle James,18,Valencia,False,High School,False,Graphic Design,Receptionist,InnovaCorp,Zaragoza,€1300-1500,Internship
Robert Wolf,22,Zaragoza,True,Master,True,Electrical Engineering,Graphic Designer,MediCare,Logroño,€1300-1500,Full-time
Evan Randall,25,Sevilla,True,Master,False,Law,Graphic Designer,TravelX,Madrid,€1100-1300,Internship
Pamela Newman,22,Bilbao,True,Vocational Training,False,Business Administration,Sales Assistant,TechSolutions,Sevilla,€900-1100,Full-time
Robert Davis,25,Zaragoza,False,Bachelor,False,Graphic Design,Graphic Designer,MediCare,Logroño,€1100-1300,Internship
Dr. Bradley Johnson,19,Barcelona,False,High School,True,Tourism,Receptionist,InnovaCorp,Valencia,€1300-1500,Full-time
Michael Hernandez,21,Zaragoza,False,High School,False,Graphic Design,Junior Developer,TravelX,Zaragoza,€1100-1300,Part-time
Tyler Smith,25,Logroño,False,Bachelor,True,Computer Science,Data Analyst,DesignHub,Zaragoza,€900-1100,Full-time
Adam Patterson,24,Zaragoza,False,Master,True,Nursing,Graphic Designer,MediCare,Sevilla,€900-1100,Part-time
Alexander Singleton,18,Madrid,True,Bachelor,False,Electrical Engineering,Nurse Assistant,DesignHub,Madrid,€1300-1500,Internship
Douglas Wallace,23,Bilbao,False,Bachelor,False,Nursing,Nurse Assistant,DesignHub,Zaragoza,€1300-1500,Full-time
Sarah Wallace,23,Valencia,False,Master,False,Marketing,Marketing Intern,MediCare,Valencia,€1100-1300,Full-time
Kelly Ritter,22,Logroño,False,Bachelor,False,Tourism,Receptionist,DesignHub,Sevilla,€900-1100,Internship
Charles Johnson,23,Logroño,False,Bachelor,True,Computer Science,Junior Developer,TravelX,Valencia,€900-1100,Internship
Justin Walls,25,Barcelona,True,Vocational Training,False,Electrical Engineering,Electrician Assistant,MediCare,Bilbao,€1100-1300,Full-time
Laura Harrison,25,Logroño,False,High School,False,Marketing,Sales Assistant,TechSolutions,Barcelona,€1100-1300,Part-time
Donna Evans,18,Logroño,False,Vocational Training,False,Graphic Design,Graphic Designer,TravelX,Barcelona,€1300-1500,Full-time
Brianna Hess,22,Madrid,False,Vocational Training,False,Computer Science,Teacher Assistant,MediCare,Zaragoza,€900-1100,Part-time
Isabella Flores,23,Zaragoza,False,Vocational Training,False,Electrical Engineering,Electrician Assistant,InnovaCorp,Valencia,€1100-1300,Internship
Jacob Kelly,24,Madrid,False,Bachelor,True,Law,HR Assistant,DesignHub,Sevilla,€1300-1500,Part-time
Matthew Clay,18,Bilbao,True,Master,True,Tourism,Nurse Assistant,TechSolutions,Madrid,€1100-1300,Full-time
Paul Blankenship,19,Sevilla,True,Bachelor,False,Law,Graphic Designer,TravelX,Bilbao,€900-1100,Internship
Stephanie Holland,18,Bilbao,True,Master,True,Computer Science,Data Analyst,InnovaCorp,Zaragoza,€1300-1500,Part-time
Kristen Williams,18,Valencia,True,Vocational Training,True,Electrical Engineering,Junior Developer,MediCare,Bilbao,€1300-1500,Internship
Erin Johnson,22,Madrid,True,Bachelor,True,Education,Teacher Assistant,DesignHub,Bilbao,€1300-1500,Part-time
Brittany Frank,19,Zaragoza,False,High School,True,Law,Receptionist,GlobalBiz,Madrid,€900-1100,Internship
Stephanie Wallace,19,Madrid,False,Vocational Training,False,Law,Receptionist,GlobalBiz,Bilbao,€1100-1300,Internship
Ms. Brittany Gilmore,19,Zaragoza,True,Vocational Training,True,Mechanical Engineering,Teacher Assistant,DesignHub,Madrid,€1100-1300,Full-time
Dale Martin,24,Valencia,True,Master,False,Law,Marketing Intern,TravelX,Valencia,€900-1100,Full-time
Kenneth Allen,21,Barcelona,False,Master,False,Nursing,Receptionist,InnovaCorp,Sevilla,€1300-1500,Part-time
Amanda Smith,21,Logroño,True,Bachelor,False,Computer Science,Junior Developer,DesignHub,Barcelona,€1100-1300,Part-time
Linda Cruz,20,Barcelona,True,High School,False,Law,Receptionist,InnovaCorp,Valencia,€900-1100,Part-time
Wendy Pope,23,Sevilla,True,Vocational Training,True,Graphic Design,Graphic Designer,DesignHub,Logroño,€1100-1300,Full-time
Jane Jones,21,Bilbao,False,Master,True,Graphic Design,Graphic Designer,TravelX,Barcelona,€1300-1500,Full-time
Sharon Chen,22,Sevilla,False,High School,True,Education,Sales Assistant,TravelX,Sevilla,€1100-1300,Part-time
Mr. Eric Marks,25,Valencia,True,Master,True,Computer Science,Data Analyst,MediCare,Logroño,€900-1100,Full-time
Tamara Finley,24,Zaragoza,False,Master,False,Marketing,Data Analyst,DesignHub,Valencia,€1100-1300,Internship
Randy Potter,19,Valencia,True,High School,True,Computer Science,HR Assistant,TechSolutions,Logroño,€900-1100,Part-time
David Mendez,19,Zaragoza,False,High School,True,Law,Marketing Intern,DesignHub,Barcelona,€1100-1300,Internship
Ryan Oconnor,20,Bilbao,True,Master,False,Electrical Engineering,HR Assistant,TravelX,Sevilla,€900-1100,Part-time
Ashley Harper,23,Barcelona,False,High School,True,Law,Marketing Intern,TechSolutions,Logroño,€900-1100,Internship
Mr. Devin Welch,19,Sevilla,False,Bachelor,False,Tourism,Marketing Intern,TechSolutions,Zaragoza,€900-1100,Part-time
David Gray,18,Valencia,True,High School,True,Electrical Engineering,Data Analyst,MediCare,Valencia,€1100-1300,Internship
Michelle Koch,25,Madrid,False,Vocational Training,True,Marketing,Sales Assistant,MediCare,Barcelona,€900-1100,Full-time
Brenda Reynolds,25,Madrid,False,High School,True,Computer Science,Teacher Assistant,InnovaCorp,Sevilla,€900-1100,Internship
Timothy Banks,20,Madrid,False,Vocational Training,False,Computer Science,Data Analyst,InnovaCorp,Bilbao,€1100-1300,Part-time
Laura Murphy,22,Barcelona,False,Master,False,Computer Science,Data Analyst,GlobalBiz,Barcelona,€1100-1300,Full-time
Sarah Robinson,18,Madrid,True,Bachelor,False,Business Administration,Junior Developer,GlobalBiz,Valencia,€900-1100,Internship
Brooke Steele,23,Bilbao,False,Vocational Training,True,Business Administration,Receptionist,TechSolutions,Zaragoza,€900-1100,Part-time
Sandra Miller,24,Sevilla,False,Vocational Training,False,Electrical Engineering,Electrician Assistant,TechSolutions,Zaragoza,€1100-1300,Part-time
Adam Edwards,23,Sevilla,False,Master,True,Tourism,Junior Developer,GlobalBiz,Barcelona,€900-1100,Part-time
Randy Gillespie,24,Bilbao,False,Bachelor,True,Graphic Design,Graphic Designer,TechSolutions,Zaragoza,€1300-1500,Part-time
Christopher Sanchez,23,Barcelona,False,Bachelor,True,Education,Teacher Assistant,TechSolutions,Zaragoza,€900-1100,Part-time
Denise Sullivan,19,Bilbao,True,Master,True,Tourism,Data Analyst,TravelX,Sevilla,€1300-1500,Part-time
Jodi Gonzales,23,Barcelona,False,Master,True,Education,Teacher Assistant,DesignHub,Bilbao,€1100-1300,Part-time
Michael Ramsey MD,18,Madrid,False,Bachelor,False,Nursing,Nurse Assistant,DesignHub,Barcelona,€1300-1500,Part-time
Nicholas Martin,20,Bilbao,True,Master,False,Computer Science,Nurse Assistant,TechSolutions,Madrid,€1100-1300,Internship
Dean Williams,21,Sevilla,False,Master,False,Marketing,Teacher Assistant,MediCare,Madrid,€1100-1300,Internship
Robert Hansen,22,Logroño,True,High School,False,Law,HR Assistant,InnovaCorp,Zaragoza,€900-1100,Part-time
Amanda Hall,24,Madrid,False,High School,False,Computer Science,Electrician Assistant,TechSolutions,Valencia,€900-1100,Part-time
David Duran,23,Bilbao,False,Master,True,Mechanical Engineering,Receptionist,MediCare,Logroño,€900-1100,Full-time
Joshua Young,18,Zaragoza,False,Bachelor,False,Business Administration,Data Analyst,GlobalBiz,Madrid,€900-1100,Part-time
Andrea Edwards,24,Valencia,True,High School,True,Electrical Engineering,Electrician Assistant,TechSolutions,Madrid,€1100-1300,Part-time
Jasmine Chen,22,Valencia,False,Vocational Training,False,Tourism,Receptionist,TechSolutions,Bilbao,€1300-1500,Part-time
Debbie Esparza,25,Sevilla,False,Master,True,Graphic Design,Sales Assistant,DesignHub,Madrid,€1300-1500,Full-time
Joy Contreras,20,Bilbao,True,Vocational Training,True,Nursing,Nurse Assistant,InnovaCorp,Madrid,€1300-1500,Full-time
David Reed,20,Sevilla,True,High School,False,Marketing,Sales Assistant,TravelX,Sevilla,€1300-1500,Internship
Jonathan Ruiz,21,Zaragoza,True,Master,False,Nursing,Electrician Assistant,DesignHub,Bilbao,€900-1100,Internship
Jasmine Evans,18,Logroño,False,Bachelor,False,Nursing,Nurse Assistant,TravelX,Logroño,€1300-1500,Full-time
Austin Smith,18,Valencia,False,High School,True,Marketing,Sales Assistant,TechSolutions,Bilbao,€900-1100,Part-time
Jonathan Allen,19,Valencia,False,High School,True,Marketing,Sales Assistant,TechSolutions,Zaragoza,€1100-1300,Full-time
Lauren Rodriguez,20,Sevilla,True,High School,False,Mechanical Engineering,Marketing Intern,GlobalBiz,Valencia,€1300-1500,Part-time
April Adams,19,Sevilla,False,Bachelor,True,Graphic Design,Graphic Designer,MediCare,Logroño,€1100-1300,Internship
Ryan Garcia,24,Sevilla,True,Bachelor,False,Mechanical Engineering,Sales Assistant,GlobalBiz,Barcelona,€1100-1300,Full-time
Deborah Carey,25,Bilbao,True,Vocational Training,True,Computer Science,Junior Developer,GlobalBiz,Zaragoza,€1100-1300,Part-time
Michael Wells,18,Valencia,True,High School,False,Law,Teacher Assistant,MediCare,Bilbao,€1100-1300,Internship
Jeremy Johnson,25,Madrid,True,High School,True,Nursing,Junior Developer,DesignHub,Madrid,€1100-1300,Part-time
Kevin Harper,23,Zaragoza,True,Bachelor,False,Mechanical Engineering,Junior Developer,TechSolutions,Valencia,€1100-1300,Internship
Jade Dixon,21,Logroño,False,Bachelor,False,Computer Science,Junior Developer,MediCare,Valencia,€1300-1500,Full-time
Leah Smith,21,Zaragoza,True,Master,False,Law,HR Assistant,GlobalBiz,Sevilla,€1300-1500,Internship
Diana Morales,23,Sevilla,True,Vocational Training,True,Nursing,Nurse Assistant,MediCare,Logroño,€1300-1500,Full-time
Laura Griffin,18,Valencia,False,Vocational Training,False,Graphic Design,Graphic Designer,InnovaCorp,Madrid,€1300-1500,Internship
Brendan English II,23,Bilbao,False,High School,True,Law,Graphic Designer,GlobalBiz,Valencia,€1100-1300,Internship
Cassandra Collins,18,Valencia,True,Bachelor,True,Electrical Engineering,Junior Developer,InnovaCorp,Bilbao,€900-1100,Full-time
Mandy Butler,23,Valencia,False,High School,False,Marketing,Sales Assistant,InnovaCorp,Madrid,€1100-1300,Full-time
Jamie Patel,20,Zaragoza,False,Bachelor,True,Tourism,Junior Developer,TechSolutions,Barcelona,€1100-1300,Internship
Tasha Smith,22,Zaragoza,False,Master,True,Business Administration,Data Analyst,DesignHub,Zaragoza,€1100-1300,Internship
Heather Thomas,23,Logroño,True,High School,True,Law,Electrician Assistant,DesignHub,Valencia,€900-1100,Full-time
Ashley Hester,18,Madrid,True,Bachelor,True,Nursing,Nurse Assistant,DesignHub,Zaragoza,€900-1100,Part-time
Karen Strickland,22,Madrid,False,High School,False,Tourism,Receptionist,TravelX,Bilbao,€900-1100,Internship
Samantha Austin,20,Barcelona,False,Master,False,Law,Electrician Assistant,TravelX,Bilbao,€1100-1300,Part-time
Wanda Gill,21,Bilbao,True,Master,True,Computer Science,Data Analyst,InnovaCorp,Zaragoza,€900-1100,Full-time
Tonya Smith,18,Sevilla,True,Master,True,Tourism,Receptionist,TechSolutions,Sevilla,€900-1100,Internship
John Brooks,22,Barcelona,False,High School,True,Electrical Engineering,Teacher Assistant,TechSolutions,Barcelona,€1300-1500,Part-time
Thomas Torres,19,Bilbao,False,Vocational Training,False,Graphic Design,Graphic Designer,MediCare,Valencia,€900-1100,Part-time
Scott Ford,23,Logroño,False,Vocational Training,True,Nursing,Nurse Assistant,GlobalBiz,Sevilla,€1300-1500,Internship
Jason Flynn,23,Valencia,False,High School,False,Business Administration,Sales Assistant,DesignHub,Madrid,€1300-1500,Part-time
Dustin Castillo,25,Logroño,True,Master,True,Mechanical Engineering,Sales Assistant,InnovaCorp,Madrid,€1100-1300,Internship
Jonathan Larson,21,Bilbao,True,Vocational Training,True,Education,Data Analyst,DesignHub,Bilbao,€1100-1300,Internship
Erin Nguyen,20,Logroño,True,Bachelor,True,Law,HR Assistant,TechSolutions,Valencia,€900-1100,Internship
Peter Cunningham,22,Sevilla,False,Vocational Training,False,Graphic Design,Graphic Designer,TechSolutions,Zaragoza,€1100-1300,Full-time
Matthew Blackburn,20,Sevilla,False,Master,True,Marketing,Graphic Designer,DesignHub,Bilbao,€1300-1500,Part-time
Timothy Atkins,24,Madrid,False,Vocational Training,False,Education,Marketing Intern,MediCare,Barcelona,€1300-1500,Internship
Lisa Shannon,20,Bilbao,False,Vocational Training,True,Computer Science,Junior Developer,TechSolutions,Bilbao,€1300-1500,Full-time
Sally Harris,20,Madrid,False,Bachelor,False,Electrical Engineering,Nurse Assistant,TechSolutions,Bilbao,€1300-1500,Part-time
Timothy Gray,20,Bilbao,False,High School,True,Law,Marketing Intern,MediCare,Sevilla,€1300-1500,Full-time
James Mcdaniel,20,Bilbao,False,High School,False,Education,Junior Developer,TechSolutions,Sevilla,€1100-1300,Full-time
Noah Parker,19,Madrid,False,Vocational Training,False,Law,Sales Assistant,GlobalBiz,Barcelona,€1300-1500,Full-time
Jason Zimmerman,22,Madrid,False,Master,False,Education,Electrician Assistant,TechSolutions,Logroño,€1100-1300,Full-time
Katherine Yang,20,Logroño,False,Vocational Training,False,Business Administration,Sales Assistant,TechSolutions,Barcelona,€900-1100,Internship
Jasmin Woods,18,Logroño,True,Vocational Training,False,Education,Teacher Assistant,TravelX,Zaragoza,€1100-1300,Full-time
Joseph Gibson,22,Bilbao,True,Bachelor,False,Education,HR Assistant,TravelX,Barcelona,€900-1100,Part-time
Natalie Romero,24,Logroño,True,Bachelor,False,Electrical Engineering,Receptionist,TechSolutions,Barcelona,€900-1100,Internship
David Smith,19,Logroño,False,High School,False,Graphic Design,HR Assistant,TechSolutions,Valencia,€1300-1500,Full-time
Grant Williams,25,Bilbao,False,Bachelor,True,Computer Science,Junior Developer,DesignHub,Barcelona,€1100-1300,Full-time
Nicole King,20,Madrid,True,Bachelor,True,Electrical Engineering,Junior Developer,DesignHub,Zaragoza,€1300-1500,Full-time
Anna Hill,25,Valencia,False,High School,False,Business Administration,Sales Assistant,TravelX,Logroño,€900-1100,Internship
Robin Zhang,25,Zaragoza,True,Vocational Training,True,Nursing,Nurse Assistant,MediCare,Logroño,€1100-1300,Part-time
Scott Adams,20,Bilbao,False,Bachelor,False,Law,HR Assistant,InnovaCorp,Barcelona,€900-1100,Part-time
Charles Porter,20,Valencia,False,Master,True,Computer Science,Data Analyst,MediCare,Barcelona,€900-1100,Full-time
James Rodriguez,22,Valencia,False,High School,False,Education,HR Assistant,TechSolutions,Zaragoza,€900-1100,Part-time
Lisa Lane,25,Sevilla,True,Master,False,Graphic Design,Data Analyst,TravelX,Bilbao,€1300-1500,Part-time
Debra Miller,23,Valencia,False,Master,False,Marketing,HR Assistant,InnovaCorp,Valencia,€1100-1300,Full-time
Jeffery Brennan,24,Bilbao,True,Master,False,Marketing,Teacher Assistant,TravelX,Madrid,€1100-1300,Internship
Jonathan Peterson,20,Valencia,True,Master,False,Law,Receptionist,DesignHub,Madrid,€900-1100,Part-time
David Jones,22,Barcelona,False,High School,True,Education,Marketing Intern,TravelX,Sevilla,€1300-1500,Full-time
Lori Brown,21,Zaragoza,False,Vocational Training,True,Mechanical Engineering,Sales Assistant,InnovaCorp,Valencia,€1300-1500,Part-time
Amanda Martin,24,Sevilla,False,Master,True,Law,Data Analyst,TechSolutions,Barcelona,€1100-1300,Part-time
Richard Foster,23,Madrid,False,Master,False,Education,Marketing Intern,MediCare,Logroño,€900-1100,Full-time
Hannah Blair,22,Sevilla,True,Vocational Training,False,Marketing,Sales Assistant,TechSolutions,Logroño,€1100-1300,Internship
Bryan Craig,18,Sevilla,False,High School,True,Graphic Design,Receptionist,DesignHub,Zaragoza,€900-1100,Full-time
Clinton Santiago,24,Zaragoza,True,High School,False,Law,Teacher Assistant,TechSolutions,Madrid,€900-1100,Full-time
Luke Harrington,19,Zaragoza,False,Master,False,Tourism,HR Assistant,GlobalBiz,Valencia,€1300-1500,Internship
Nicole Ortega,18,Bilbao,False,High School,True,Electrical Engineering,Receptionist,InnovaCorp,Logroño,€1300-1500,Part-time
Raymond Gonzalez,22,Barcelona,True,Vocational Training,True,Tourism,Receptionist,DesignHub,Logroño,€1300-1500,Full-time
Susan Brown,25,Zaragoza,True,Vocational Training,True,Electrical Engineering,Junior Developer,TechSolutions,Sevilla,€1100-1300,Part-time
Michael Singh,24,Madrid,False,High School,True,Electrical Engineering,Data Analyst,TechSolutions,Zaragoza,€1100-1300,Internship
Mark Perry,21,Valencia,True,Bachelor,True,Marketing,Marketing Intern,MediCare,Valencia,€900-1100,Internship
Jordan Brown,25,Valencia,False,Master,False,Mechanical Engineering,Receptionist,GlobalBiz,Barcelona,€1100-1300,Full-time
Madison Dillon,23,Valencia,False,High School,False,Mechanical Engineering,Graphic Designer,DesignHub,Zaragoza,€1100-1300,Internship
Troy Becker,19,Bilbao,False,Master,True,Marketing,Teacher Assistant,GlobalBiz,Barcelona,€1300-1500,Full-time
Kelly Johnson,25,Logroño,False,Bachelor,False,Law,Nurse Assistant,TravelX,Logroño,€900-1100,Internship
Dominique Little,22,Barcelona,True,High School,False,Tourism,Marketing Intern,TechSolutions,Zaragoza,€900-1100,Part-time
Melissa Johnson,22,Logroño,True,Vocational Training,True,Mechanical Engineering,Teacher Assistant,MediCare,Sevilla,€1300-1500,Part-time
Samantha Faulkner,22,Zaragoza,True,Bachelor,True,Mechanical Engineering,Teacher Assistant,DesignHub,Valencia,€1100-1300,Full-time
Cory Curtis,25,Logroño,True,Master,False,Nursing,HR Assistant,MediCare,Sevilla,€900-1100,Part-time
Gregory Saunders,24,Zaragoza,True,Bachelor,False,Marketing,HR Assistant,TechSolutions,Bilbao,€900-1100,Part-time
Mr. Joshua Mahoney,25,Bilbao,False,High School,True,Computer Science,Electrician Assistant,GlobalBiz,Valencia,€900-1100,Full-time
Jessica Ferguson,20,Logroño,False,Vocational Training,True,Graphic Design,Graphic Designer,TechSolutions,Barcelona,€1300-1500,Internship
Mr. Austin Davis,24,Sevilla,True,Bachelor,False,Law,Sales Assistant,GlobalBiz,Bilbao,€1300-1500,Internship
Sheri Bright,18,Bilbao,True,Bachelor,False,Electrical Engineering,Nurse Assistant,TravelX,Logroño,€1100-1300,Internship
Robert Young,22,Madrid,True,Bachelor,False,Tourism,Marketing Intern,GlobalBiz,Barcelona,€1100-1300,Part-time
Paul Bass,18,Zaragoza,True,Master,True,Education,Teacher Assistant,DesignHub,Barcelona,€900-1100,Full-time
Andrew Torres,21,Valencia,False,Bachelor,False,Mechanical Engineering,Electrician Assistant,DesignHub,Zaragoza,€1300-1500,Part-time
Sandra Brown,23,Logroño,True,High School,False,Mechanical Engineering,Sales Assistant,TravelX,Barcelona,€900-1100,Full-time
Kayla Porter,19,Valencia,True,High School,True,Graphic Design,Data Analyst,DesignHub,Bilbao,€900-1100,Part-time
